Abbau|NN	-0.058	Abbaus,Abbaues,Abbauen,Abbaue
schauerlich|ADJX	-0.0048	schauerlichsten,schauerlicher,schauerlicheres,schauerliches,schauerlichstem,schauerlicherer,schauerliche,schauerlicherem,schauerlicheren,schauerlichem,schauerlichster,schauerlichen,schauerlichst,schauerlichstes,schauerlichste,schauerlichere
schaurig|ADJX	-0.0048	schaurigstes,schaurigster,schauriges,schauriger,schaurige,schaurigeres,schaurigerer,schaurigerem,schaurigst,schaurigste,schaurigeren,schaurigere,schaurigsten,schaurigem,schaurigen,schaurigstem
scheiden|VVINF	-0.0557
scheiss|ADJX	-0.1838
scheisse|ADJX	-0.0226
scheiß|ADJX	-0.3381
scheiße|ADJX	-0.2945
schelten|VVINF	-0.3143
scheusslich|ADJX	-0.0048
scheußlich|ADJX	-0.1834	scheußlicher,scheußlicheres,scheußliches,scheußlichem,scheußlicherer,scheußlichen,scheußlichster,scheußliche,scheußlichsten,scheußlichst,scheußlichstem,scheußlichere,scheußlicheren,scheußlicherem,scheußlichstes,scheußlichste
schimmelig|ADJX	-0.304
schimpfend|ADJX	-0.0048
schlaff|ADJX	-0.0472	schlaffem,schlaffen,schlaffste,schlaffst,schlaffes,schlaffer,schlaffstem,schlaffsten,schlaffe,schlafferer,schlafferem,schlafferen,schlaffstes,schlaffere,schlafferes,schlaffster
schlagen|VVINF	-0.0306
schlapp|ADJX	-0.0048	schlappstes,schlappster,schlappere,schlappsten,schlappstem,schlappe,schlapperen,schlapperem,schlappste,schlappem,schlappen,schlapperer,schlapperes,schlapper,schlappes,schlappst
schlecht|ADJX	-0.7706	schlechtem,schlechten,schlechteste,schlechtes,schlechtest,schlechte,schlechter,schlechteren,schlechterem,schlechtesten,schlechtestem,schlechtere,schlechtester,schlechteres,schlechterer,schlechtestes
schleppend|ADJX	-0.0048	schleppendster,schleppende,schleppendstes,schleppenderes,schleppenderer,schleppendstem,schleppendsten,schleppenderem,schleppenderen,schleppendste,schleppendere,schleppendes,schleppender,schleppendst,schleppendem,schleppenden
schlicht|ADJX	-0.623	schlichtes,schlichtere,schlichtem,schlichten,schlichterem,schlichter,schlichtesten,schlichteres,schlichte,schlichterer,schlichtest,schlichtestem,schlichteren,schlichtester,schlichteste,schlichtestes
schließen|VVINF	-0.211
schlimm|ADJX	-0.1705	schlimmste,schlimmstem,schlimmsten,schlimmer,schlimmes,schlimmerer,schlimmeren,schlimmerem,schlimmere,schlimmeres,schlimme,schlimmen,schlimmst,schlimmster,schlimmem,schlimmstes
schlimmer|ADJX	-0.6494
schlotterig|ADJX	-0.0048
schlottern|VVINF	-0.0048	schlotterten,schlotter,schlotterst,schlotterte,schlotteren,schlottert,geschlottert,schlottertest,schlottere,schlottertet
schmerzen|VVINF	-0.3251	schmerz,schmerzten,schmerztet,schmerzet,schmerztest,schmerzte,geschmerzt,schmerzt,schmerze,schmerzest
schmerzerfüllt|ADJX	-0.0048	schmerzerfülltest,schmerzerfülltem,schmerzerfüllterer,schmerzerfüllten,schmerzerfülltes,schmerzerfüllter,schmerzerfüllteres,schmerzerfülltesten,schmerzerfüllterem,schmerzerfüllteren,schmerzerfüllteste,schmerzerfülltestem,schmerzerfülltester,schmerzerfülltestes,schmerzerfülltere,schmerzerfüllte
schmerzhaft|ADJX	-0.3182	schmerzhaftestes,schmerzhaftester,schmerzhaftere,schmerzhaftesten,schmerzhafte,schmerzhafterem,schmerzhaften,schmerzhafteren,schmerzhaftes,schmerzhaftest,schmerzhafter,schmerzhafteste,schmerzhaftestem,schmerzhafterer,schmerzhaftem,schmerzhafteres
schmerzlich|ADJX	-0.0516	schmerzlicheren,schmerzlichstem,schmerzlichem,schmerzlichen,schmerzlicherer,schmerzlicheres,schmerzlichsten,schmerzlicher,schmerzliches,schmerzlichstes,schmerzlichster,schmerzlichst,schmerzlichste,schmerzliche,schmerzlicherem,schmerzlichere
schmerzvoll|ADJX	-0.0428	schmerzvolle,schmerzvollstem,schmerzvollsten,schmerzvollste,schmerzvollster,schmerzvollerem,schmerzvolleren,schmerzvollst,schmerzvollstes,schmerzvolleres,schmerzvoller,schmerzvolles,schmerzvollem,schmerzvollen,schmerzvollere,schmerzvollerer
schmuggeln|VVINF	-0.0048	schmuggeltest,schmuggelte,schmuggle,schmuggelst,schmuggeltet,schmuggelen,schmuggel,schmuggelt,schmuggl,schmuggelten,schmuggele,geschmuggelt
schmutzig|ADJX	-0.2984	schmutzigeren,schmutzigstes,schmutzigster,schmutzigerem,schmutzigerer,schmutzigeres,schmutzigen,schmutzigem,schmutzigst,schmutziges,schmutzige,schmutzigste,schmutziger,schmutzigstem,schmutzigsten,schmutzigere
schocken|VVINF	-0.0396	schockest,schockst,schockte,schocket,schocktet,schock,schocktest,schockten,schocke,schockt,geschockt
schockierend|ADJX	-0.1933
schonungslos|ADJX	-0.461	schonungsloseste,schonungslosere,schonungsloser,schonungsloserem,schonungsloseren,schonungslosestem,schonungslosesten,schonungsloses,schonungsloserer,schonungslosester,schonungslose,schonungsloseres,schonungslosest,schonungslosem,schonungslosestes,schonungslosen
schrecklich|ADJX	-0.0242	schrecklicheres,schreckliche,schreckliches,schrecklicher,schrecklichere,schrecklichstem,schrecklichsten,schrecklichster,schrecklichste,schrecklichstes,schrecklicheren,schrecklicherem,schrecklichem,schrecklicherer,schrecklichen,schrecklichst
schrumpfen|VVINF	-0.0048	schrumpfst,schrumpfte,schrumpfest,schrumpft,schrumpften,schrumpftest,schrumpftet,schrumpfe,schrumpfet,geschrumpft,schrumpf
schubsen|VVINF	-0.1756	schubsten,schubset,geschubst,schubse,schubst,schubstet,schubstest,schubste,schubs,schubsest
schuftig|ADJX	-0.0048	schuftiger,schuftigstes,schuftiges,schuftige,schuftigen,schuftigere,schuftigste,schuftigem,schuftigsten,schuftigstem,schuftigerem,schuftigeren,schuftigster,schuftigerer,schuftigst,schuftigeres
schulden|VVINF	-0.0048	schuldet,schuldeten,schuldten,schuld,geschuldet,schuldetest,schuldtest,schuldtet,schuldete,schulde,schuldte,schuldetet,schuldest
schuldhaft|ADJX	-0.3346	schuldhaftester,schuldhafteste,schuldhaftestem,schuldhaftesten,schuldhaftest,schuldhaftestes,schuldhafteren,schuldhafterem,schuldhafterer,schuldhafteres,schuldhaften,schuldhaftem,schuldhaftere,schuldhaftes,schuldhafter,schuldhafte
schuldig|ADJX	-0.7968	schuldigster,schuldigstes,schuldigste,schuldiges,schuldiger,schuldigen,schuldigeren,schuldigerem,schuldige,schuldigem,schuldigeres,schuldigerer,schuldigst,schuldigstem,schuldigsten,schuldigere
schwach|ADJX	-0.9206	schwächstem,schwächsten,schwächster,schwächstes,schwachem,schwächerem,schwacher,schwaches,schwächere,schwächeren,schwachen,schwache,schwächerer,schwächeres,schwächer,schwächst,schwächste
schwer|ADJX	-0.0048	schwerstes,schwerster,schwere,schwerst,schwerste,schwerstem,schwersten,schweren,schwerem,schwerere,schwereres,schwererer,schwerer,schwererem,schwereren,schweres
schwerfällig|ADJX	-0.0048	schwerfälligst,schwerfällige,schwerfälligere,schwerfälligste,schwerfälligerer,schwerfälligeres,schwerfälligem,schwerfälligen,schwerfälligerem,schwerfälliges,schwerfälliger,schwerfälligeren,schwerfälligsten,schwerfälligstem,schwerfälligster,schwerfälligstes
schwerwiegend|ADJX	-0.0048	schwerwiegenderem,schwerwiegenderen,schwerwiegendstem,schwerwiegendsten,schwerwiegenderer,schwerwiegendere,schwerwiegenderes,schwerwiegendst,schwerwiegendstes,schwerwiegende,schwerwiegendster,schwerwiegenden,schwerwiegendem,schwerwiegendste,schwerwiegender,schwerwiegendes
schwierig|ADJX	-0.0245	schwierigen,schwierigem,schwierigst,schwierigstem,schwierigsten,schwierigerer,schwierigerem,schwierigeren,schwierige,schwierigster,schwierigste,schwierigere,schwierigstes,schwierigeres,schwieriges,schwieriger
schwinden|VVINF	-0.0048
schwindlig|ADJX	-0.0512	schwindligste,schwindlige,schwindliges,schwindligeren,schwindligen,schwindligem,schwindligerer,schwindligere,schwindligeres,schwindliger,schwindligstem,schwindligsten,schwindligerem,schwindligster,schwindligst,schwindligstes
schwächen|VVINF	-0.3372	schwächest,schwächten,schwäch,schwächet,schwächtest,schwächtet,schwächt,schwächst,schwächte,schwäche,geschwächt
schwächlich|ADJX	-0.3167	schwächlichsten,schwächlicheren,schwächlicherem,schwächlichstem,schwächlicherer,schwächlicheres,schwächliche,schwächlichere,schwächlichster,schwächlichstes,schwächlichem,schwächlichst,schwächlichen,schwächlichste,schwächlicher,schwächliches
schäbig|ADJX	-0.0421	schäbigere,schäbigeren,schäbigster,schäbigstes,schäbigerem,schäbigerer,schäbige,schäbigeres,schäbiges,schäbiger,schäbigsten,schäbigstem,schäbigem,schäbigen,schäbigste,schäbigst
schädigend|ADJX	-0.1779
schädigenden|VVINF	-0.3284
schädlich|ADJX	-0.9269	schädlicher,schädlicheren,schädlichem,schädlichen,schädlicheres,schädlicherer,schädliches,schädlichere,schädlichster,schädlichst,schädlichstes,schädliche,schädlichsten,schädlicherem,schädlichstem,schädlichste
schämen|VVINF	-0.893	schämt,geschämt,schämtest,schämest,schämten,schämet,schämst,schäme,schämte,schämtet,schäm
seicht|ADJX	-0.1742	seichteste,seichteres,seichterer,seichteren,seichten,seichtere,seichtem,seichterem,seichtest,seichtestem,seichtesten,seichtes,seichter,seichte,seichtester,seichtestes
seltsam|ADJX	-0.0048	seltsame,seltsamerem,seltsameren,seltsamstem,seltsamsten,seltsamerer,seltsames,seltsamer,seltsamste,seltsamen,seltsamst,seltsamem,seltsamster,seltsamere,seltsameres,seltsamstes
senken|VVINF	-0.0596	senke,senket,senkest,senktet,senktest,senkt,senk,senkte,gesenkt,senkten,senkst
sinken|VVINF	-0.2064
sinnlos|ADJX	-0.6331	sinnloseste,sinnlosere,sinnloserem,sinnloses,sinnloser,sinnlose,sinnlosen,sinnlosem,sinnlosest,sinnlosestes,sinnlosester,sinnlosestem,sinnlosesten,sinnloseren,sinnloseres,sinnloserer
skandalös|ADJX	-0.0048	skandalösest,skandalöse,skandalösestem,skandalöserem,skandalöseren,skandalöses,skandalösesten,skandalöser,skandalösere,skandalösestes,skandalösester,skandalösen,skandalösem,skandalöseres,skandalöserer,skandalöseste
skeptisch|ADJX	-0.1985	skeptischst,skeptischem,skeptischen,skeptisches,skeptischer,skeptischstes,skeptischster,skeptischeren,skeptischstem,skeptischsten,skeptischerem,skeptischere,skeptischerer,skeptischeres,skeptische,skeptischste
skrupellos|ADJX	-0.1814	skrupellosestem,skrupellosesten,skrupelloser,skrupellosester,skrupellose,skrupelloses,skrupellosest,skrupelloserer,skrupelloseres,skrupelloserem,skrupelloseren,skrupelloseste,skrupellosere,skrupellosem,skrupellosestes,skrupellosen
sorgen|VVINF	-0.0048	sorgte,sorgst,sorgten,sorgt,gesorgt,sorgtet,sorgtest,sorg,sorget,sorgest,sorge
sorgenschwer|ADJX	-0.0048	sorgenschwere,sorgenschwereren,sorgenschwerster,sorgenschwerstes,sorgenschwersten,sorgenschwererem,sorgenschwerere,sorgenschwerer,sorgenschwerste,sorgenschweres,sorgenschwerem,sorgenschweren,sorgenschwerstem,sorgenschwerst,sorgenschwererer,sorgenschwereres
sprengen|VVINF	-0.0048	sprengt,sprengest,sprenget,spreng,sprengten,sprengst,sprengte,sprengtet,sprengtest,sprenge,gesprengt
spröde|ADJX	-0.038	sprödees,sprödeerem,sprödeere,sprödeeres,sprödest,sprödeerer,sprödestem,sprödesten,sprödeeren,sprödester,sprödeste,sprödestes,sprödee,sprödeem,sprödeen,sprödeer
stagnieren|VVINF	-0.0048
starr|ADJX	-0.0048	starre,starrerer,starreres,starrere,starrst,starrerem,starreren,starrsten,starrste,starrstem,starrstes,starrster,starres,starrer,starrem,starren
statisch|ADJX	-0.0048	statischere,statische,statischem,statischsten,statischste,statischstem,statischen,statischst,statischster,statischstes,statischer,statisches,statischeres,statischerer,statischerem,statischeren
stehlen|VVINF	-0.4944
stilllegen|VVINF	-0.0048	stilllegte,stilllegst,stillleget,stilllegten,stilllegest,stillleg,stillgelegt,stilllegt,stilllege,stilllegtet,stilllegtest
stillstehen|VVINF	-0.0048
stinken|VVINF	-0.1634
stocken|VVINF	-0.0048	stocktest,stock,stocktet,stockest,stockte,stockst,stocket,stockten,stockt,stocke,gestockt
stornieren|VVINF	-0.0048	storniertet,storniere,stornierten,storniert,storniertest,stornierst,stornierte,stornieret,stornier,stornierest
stottern|VVINF	-0.0435	stottertest,gestottert,stotterten,stotterst,stotteren,stottertet,stotterte,stottere,stottert,stotter
stoßen|VVINF	-0.3563
strafbar|ADJX	-0.3468	strafbarster,strafbarere,strafbarstes,strafbarste,strafbarstem,strafbarsten,strafbarst,strafbare,strafbarerem,strafbareren,strafbaren,strafbarem,strafbarerer,strafbarer,strafbareres,strafbares
streiken|VVINF	-0.044	streikten,streikst,streiket,streikte,streik,streikest,streiktet,streiktest,streikt,streike,gestreikt
streiten|VVINF	-0.0302
streng|ADJX	-0.3571
strittig|ADJX	-0.3249
stumpfsinnig|ADJX	-0.0048	stumpfsinnigstem,stumpfsinnigsten,stumpfsinniges,stumpfsinniger,stumpfsinnige,stumpfsinnigerem,stumpfsinnigeren,stumpfsinnigeres,stumpfsinnigerer,stumpfsinnigem,stumpfsinnigste,stumpfsinnigster,stumpfsinnigere,stumpfsinnigen,stumpfsinnigst,stumpfsinnigstes
stupide|ADJX	-0.0048	stupidesten,stupidester,stupidest,stupidestes,stupidestem,stupideerem,stupideen,stupideeren,stupideem,stupideere,stupideer,stupideerer,stupideeres,stupidee,stupideste,stupidees
stur|ADJX	-0.1837	stursten,sturster,sturstes,sturst,sture,sturstem,stureres,sturer,sturerer,sturere,sturste,stures,sturerem,sturem,sturen,stureren
stören|VVINF	-0.333	störten,gestört,störtet,stört,störst,störte,störe,stör,störet,störest,störtest
stümperhaft|ADJX	-0.0048	stümperhafteren,stümperhafterer,stümperhaftestem,stümperhaftesten,stümperhafteres,stümperhafter,stümperhaftes,stümperhaftem,stümperhaften,stümperhaftere,stümperhafterem,stümperhafte,stümperhaftestes,stümperhaftester,stümperhafteste,stümperhaftest
stürmisch|ADJX	-0.0048	stürmischsten,stürmischer,stürmisches,stürmischstem,stürmischeres,stürmischste,stürmischstes,stürmischerer,stürmische,stürmischem,stürmischerem,stürmischeren,stürmischst,stürmischster,stürmischen,stürmischere
stürzen|VVINF	-0.1975	stürze,stürz,stürzt,stürzet,gestürzt,stürzest,stürztet,stürzte,stürztest,stürzten
suboptimal|ADJX	-0.0048
tadel|VVINF	-0.0048
tadeln|VVINF	-0.3234	tadelten,tadelt,tadele,tadel,tadelst,getadelt,tadelte,tadl,tadle,tadeltet,tadeltest,tadelen
tadelnswert|ADJX	-0.0048	tadelnswerter,tadelnswertes,tadelnswertsten,tadelnswertstem,tadelnswertere,tadelnswerte,tadelnswertstes,tadelnswerterer,tadelnswerteres,tadelnswertst,tadelnswertste,tadelnswertster,tadelnswerten,tadelnswertem,tadelnswerterem,tadelnswerteren
tatenlos|ADJX	-0.0048	tatenlosste,tatenlosst,tatenlose,tatenlosstes,tatenloseres,tatenlosster,tatenloserer,tatenlosstem,tatenlossten,tatenlosere,tatenloser,tatenloses,tatenlosen,tatenloserem,tatenlosem,tatenloseren
terrorisieren|VVINF	-0.0048	terrorisierst,terrorisierest,terrorisier,terrorisierte,terrorisierten,terrorisiere,terrorisiert,terrorisiertet,terrorisieret,terrorisiertest
teuer|ADJX	-0.2716	teuren,teurem,teure,teurerer,teuerstes,teureres,teuerst,teureren,teures,teurer,teurerem,teurere,teuerste,teuerster,teuersten,teuerstem
teuflisch|ADJX	-0.1677
tot|ADJX	-0.1683	totere,toterem,toteren,totes,toter,totem,tote,toten,toteste,totestem,totesten,toterer,totestes,totest,totester,toteres
totalitär|ADJX	-0.0048
tragisch|ADJX	-0.1847
trauern|VVINF	-0.1945	trauertet,trauerte,trauer,trauerst,trauertest,getrauert,trauerten,traueren,trauere,trauert
traumatisch|ADJX	-0.0048	traumatischste,traumatische,traumatischeres,traumatischerer,traumatischeren,traumatischerem,traumatischster,traumatisches,traumatischer,traumatischstes,traumatischen,traumatischst,traumatischem,traumatischsten,traumatischere,traumatischstem
traumatisieren|VVINF	-0.0048
traurig|ADJX	-0.1266
trennen|VVINF	-0.5033	trennst,trennten,trennte,trenntest,trennt,trenne,trennet,trennest,trenn,trenntet,getrennt
trist|ADJX	-0.0424	tristeren,tristerem,tristestes,tristeres,tristerer,tristest,tristesten,tristestem,tristester,tristeste,tristere,triste,tristen,tristem,tristes,trister
trostlos|ADJX	-0.0467	trostlosster,trostlosstes,trostlosere,trostloseren,trostloser,trostlossten,trostloses,trostloserem,trostlosstem,trostloseres,trostlosst,trostloserer,trostlosem,trostlosste,trostlosen,trostlose
trottelig|ADJX	-0.0048	trotteligeren,trotteligste,trotteligerem,trotteliger,trotteligsten,trotteligstes,trotteligster,trotteliges,trotteligstem,trotteligere,trottelige,trotteligem,trotteligen,trotteligeres,trotteligerer,trotteligst
trotten|VVINF	-0.0048	trottte,trottet,getrottet,trott,trotttet,trotttest,trotte,trottest,trottten,trotteten,trottetet,trottetest,trottete
trotzen|VVINF	-0.0048	trotztest,trotz,trotzten,trotzt,trotzte,trotzest,getrotzt,trotze,trotzet,trotztet
träge|ADJX	-0.3272	trägestem,trägesten,trägee,trägeste,trägeem,trägeen,trägeerem,trägeeren,trägeer,trägeerer,trägeeres,trägees,trägestes,trägest,trägester,trägeere
trüb|ADJX	-0.0048	trübste,trübere,trübsten,trüben,trübstem,trübem,trübst,trüberer,trüberes,trübster,trübes,trübstes,trüberem,trüberen,trüber,trübe
trügerisch|ADJX	-0.1874	trügerischere,trügerische,trügerischstem,trügerischsten,trügerischen,trügerischem,trügerischer,trügerisches,trügerischstes,trügerischster,trügerischerer,trügerischste,trügerischeres,trügerischeren,trügerischst,trügerischerem
turbulent|ADJX	-0.0048	turbulenten,turbulenterer,turbulenteres,turbulenteren,turbulenterem,turbulentem,turbulentesten,turbulentere,turbulenteste,turbulentestem,turbulentester,turbulentestes,turbulentest,turbulente,turbulentes,turbulenter
tyrannisch|ADJX	-0.0048	tyrannischstes,tyrannischerem,tyrannischeren,tyrannischster,tyrannischerer,tyrannischeres,tyrannischen,tyrannischem,tyrannische,tyrannischere,tyrannisches,tyrannischer,tyrannischst,tyrannischsten,tyrannischste,tyrannischstem
täuschen|VVINF	-0.6192	täuschtet,täuschtest,täuschet,täusch,täuscht,täusche,getäuscht,täuschst,täuschten,täuschte,täuschest
tödlich|ADJX	-0.3487	tödlichere,tödlichsten,tödlichem,tödlichen,tödlichst,tödlichstem,tödlichstes,tödlichster,tödliches,tödlichste,tödlicher,tödlicheres,tödlicherer,tödlicheren,tödlicherem,tödliche
töricht|ADJX	-0.471	törichterem,törichtsten,törichteren,törichtstes,törichtster,törichter,törichtes,törichtste,törichtere,törichtst,törichterer,törichteres,törichte,törichtem,törichten,törichtstem
töten|VVINF	-0.5203	tötetet,getötet,tötte,tötet,tötete,töttest,töte,tötten,tötetest,töttet,töt,töteten,tötest
umgetauscht|ADJX	-0.0048
umstritten|ADJX	-0.0048	umstrittenst,umstrittenerer,umstritteneres,umstrittenstes,umstrittenster,umstrittensten,umstrittene,umstrittenstem,umstrittener,umstrittenes,umstrittenen,umstrittenem,umstrittenere,umstritteneren,umstrittenste,umstrittenerem
umständlich|ADJX	-0.3487	umständliche,umständlichst,umständlichstes,umständlichster,umständlicher,umständliches,umständlichen,umständlichem,umständlichstem,umständlichsten,umständlichste,umständlicherem,umständlicheren,umständlicheres,umständlichere,umständlicherer
umtauschen|VVINF	-0.0048	umtauschtest,umtausche,umtauscht,umtauschten,umtauschet,umtauschte,umtausch,umtauschst,umgetauscht,umtauschtet,umtauschest
umweltschädlich|ADJX	-0.0048	umweltschädlichem,umweltschädlichen,umweltschädlichstem,umweltschädlichsten,umweltschädlicheres,umweltschädlicherer,umweltschädlichst,umweltschädlicher,umweltschädlicheren,umweltschädlichster,umweltschädlicherem,umweltschädliches,umweltschädlichstes,umweltschädliche,umweltschädlichere,umweltschädlichste
unachtsam|ADJX	-0.4488	unachtsamster,unachtsamstes,unachtsamer,unachtsamst,unachtsames,unachtsamsten,unachtsamem,unachtsamen,unachtsameres,unachtsamerer,unachtsamstem,unachtsame,unachtsamere,unachtsamerem,unachtsameren,unachtsamste
